study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7669	SAMEA3231645	ERX705228	ERR760598	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760598/ERR760598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760598/ERR760598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760598/1018_GGTAGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760598/1018_GGTAGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760598
PRJEB7669	SAMEA3231646	ERX705229	ERR760599	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760599/ERR760599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760599/ERR760599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760599/1022_CGGAAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760599/1022_CGGAAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760599
PRJEB7669	SAMEA3231647	ERX705230	ERR760600	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760600/ERR760600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760600/ERR760600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760600/1040_CTAGCT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760600/1040_CTAGCT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760600
PRJEB7669	SAMEA3231648	ERX705231	ERR760601	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760601/ERR760601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760601/ERR760601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760601/1049_ACTGAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760601/1049_ACTGAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760601
PRJEB7669	SAMEA3231649	ERX705232	ERR760602	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760602/ERR760602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760602/ERR760602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760602/1059_CTATAC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760602/1059_CTATAC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760602
PRJEB7669	SAMEA3231650	ERX705233	ERR760603	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760603/ERR760603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760603/ERR760603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760603/1097_GCGCTA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760603/1097_GCGCTA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760603
PRJEB7669	SAMEA3231651	ERX705234	ERR760604	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760604/ERR760604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760604/ERR760604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760604/1101_ATGAGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760604/1101_ATGAGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760604
PRJEB7669	SAMEA3231652	ERX705235	ERR760605	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760605/ERR760605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760605/ERR760605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760605/1118_CTCAGA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760605/1118_CTCAGA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760605
PRJEB7669	SAMEA3231653	ERX705236	ERR760606	1773	Mycobacterium tuberculosis		ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760606/1206_ATTCCT_L001_R2_001.gz	
PRJEB7669	SAMEA3231654	ERX705237	ERR760607	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760607/ERR760607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760607/ERR760607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760607/1237_CAAAAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760607/1237_CAAAAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760607
PRJEB7669	SAMEA3231655	ERX705238	ERR760608	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760608/ERR760608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760608/ERR760608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760608/1290_CAACTA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760608/1290_CAACTA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760608
PRJEB7669	SAMEA3231656	ERX705239	ERR760609	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760609/ERR760609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760609/ERR760609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760609/1292_CACCGG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760609/1292_CACCGG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760609
PRJEB7669	SAMEA3231657	ERX705240	ERR760610	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760610/ERR760610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760610/ERR760610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760610/1293_CACGAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760610/1293_CACGAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760610
PRJEB7669	SAMEA3231658	ERX705241	ERR760611	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760611/ERR760611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760611/ERR760611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760611/1294_CACTCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760611/1294_CACTCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760611
PRJEB7669	SAMEA3231659	ERX705242	ERR760612	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760612/ERR760612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760612/ERR760612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760612/1295_CAGGCG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760612/1295_CAGGCG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760612
PRJEB7669	SAMEA3231653	ERX705476	ERR760715	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760715/ERR760715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760715/1206_ATTCCT_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760715
PRJEB7669	SAMEA3231660	ERX705492	ERR760731	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760731/ERR760731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760731/ERR760731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760731/1298_GCGCTA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760731/1298_GCGCTA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760731
PRJEB7669	SAMEA3231661	ERX705493	ERR760732	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760732/ERR760732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760732/ERR760732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760732/1332_TAATCG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760732/1332_TAATCG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760732
PRJEB7669	SAMEA3231662	ERX705494	ERR760733	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760733/ERR760733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760733/ERR760733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760733/1344_CATGGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760733/1344_CATGGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760733
PRJEB7669	SAMEA3231663	ERX705495	ERR760734	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760734/ERR760734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760734/ERR760734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760734/1372_CATTTT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760734/1372_CATTTT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760734
PRJEB7669	SAMEA3231664	ERX705496	ERR760735	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760735/ERR760735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760735/ERR760735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760735/1425_CCAACA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760735/1425_CCAACA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760735
PRJEB7669	SAMEA3231665	ERX705497	ERR760736	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760736/ERR760736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760736/ERR760736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760736/1462_TACAGC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760736/1462_TACAGC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760736
PRJEB7669	SAMEA3231666	ERX705498	ERR760737	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760737/ERR760737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760737/ERR760737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760737/1598_CGGAAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760737/1598_CGGAAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760737
PRJEB7669	SAMEA3231667	ERX705499	ERR760738	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760738/ERR760738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760738/ERR760738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760738/1602_CTAGCT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760738/1602_CTAGCT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760738
PRJEB7669	SAMEA3231668	ERX705500	ERR760739	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760739/ERR760739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760739/ERR760739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760739/1740-1430_TCGAAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760739/1740-1430_TCGAAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760739
PRJEB7669	SAMEA3231669	ERX705501	ERR760740	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760740/ERR760740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760740/ERR760740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760740/1744_CTATAC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760740/1744_CTATAC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760740
PRJEB7669	SAMEA3231670	ERX705502	ERR760741	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760741/ERR760741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760741/ERR760741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760741/1745_TCGGCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760741/1745_TCGGCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760741
PRJEB7669	SAMEA3231671	ERX705503	ERR760742	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760742/ERR760742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760742/ERR760742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760742/1747_CGATGT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760742/1747_CGATGT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760742
PRJEB7669	SAMEA3231672	ERX705504	ERR760743	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760743/ERR760743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760743/ERR760743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760743/1748_TGACCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760743/1748_TGACCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760743
PRJEB7669	SAMEA3231673	ERX705505	ERR760744	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760744/ERR760744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760744/ERR760744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760744/1750_CTCAGA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760744/1750_CTCAGA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760744
PRJEB7669	SAMEA3231674	ERX705506	ERR760745	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760745/ERR760745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760745/ERR760745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760745/1752_GCGCTA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760745/1752_GCGCTA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760745
PRJEB7669	SAMEA3231675	ERX705507	ERR760746	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760746/ERR760746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760746/ERR760746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760746/1757_TAATCG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760746/1757_TAATCG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760746
PRJEB7669	SAMEA3231676	ERX705508	ERR760747	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760747/ERR760747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760747/ERR760747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760747/1771_TACAGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760747/1771_TACAGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760747
PRJEB7669	SAMEA3231677	ERX705509	ERR760748	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760748/ERR760748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760748/ERR760748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760748/1782_TATAAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760748/1782_TATAAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760748
PRJEB7669	SAMEA3231678	ERX705510	ERR760749	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760749/ERR760749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760749/ERR760749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760749/1783_TCATTC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760749/1783_TCATTC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760749
PRJEB7669	SAMEA3231679	ERX705511	ERR760750	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760750/ERR760750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760750/ERR760750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760750/1787_TCCCGA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760750/1787_TCCCGA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760750
PRJEB7669	SAMEA3231680	ERX705512	ERR760751	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760751/ERR760751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760751/ERR760751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760751/1788_TCGAAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760751/1788_TCGAAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760751
PRJEB7669	SAMEA3231681	ERX705513	ERR760752	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760752/ERR760752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760752/ERR760752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760752/1794_TCGGCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760752/1794_TCGGCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760752
PRJEB7669	SAMEA3231682	ERX705514	ERR760753	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760753/ERR760753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760753/ERR760753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760753/1795_ACAGTG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760753/1795_ACAGTG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760753
PRJEB7669	SAMEA3231683	ERX705515	ERR760754	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760754/ERR760754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760754/ERR760754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760754/1797_GCCAAT_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760754/1797_GCCAAT_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760754
PRJEB7669	SAMEA3231684	ERX705516	ERR760755	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760755/ERR760755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760755/ERR760755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760755/1808_CGATGT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760755/1808_CGATGT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760755
PRJEB7669	SAMEA3231685	ERX705517	ERR760756	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760756/ERR760756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760756/ERR760756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760756/1815_TGACCA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760756/1815_TGACCA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760756
PRJEB7669	SAMEA3231686	ERX705518	ERR760757	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760757/ERR760757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760757/ERR760757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760757/1865_TATAAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760757/1865_TATAAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760757
PRJEB7669	SAMEA3231687	ERX705519	ERR760758	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760758/ERR760758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760758/ERR760758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760758/1873_ACAGTG_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760758/1873_ACAGTG_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760758
PRJEB7669	SAMEA3231688	ERX705520	ERR760759	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760759/ERR760759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760759/ERR760759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760759/1876_CAGATC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760759/1876_CAGATC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760759
PRJEB7669	SAMEA3231689	ERX705521	ERR760760	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760760/ERR760760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760760/ERR760760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760760/1896_TCATTC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760760/1896_TCATTC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760760
PRJEB7669	SAMEA3231690	ERX705522	ERR760761	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760761/ERR760761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760761/ERR760761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760761/1910_CAGATC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760761/1910_CAGATC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760761
PRJEB7669	SAMEA3231691	ERX705523	ERR760762	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760762/ERR760762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760762/ERR760762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760762/1915_CTTGTA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760762/1915_CTTGTA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760762
